report_id,topic,consumer,total_mails,average_execution_time_(s),max_execution_time_(s),grand_total_mails,total_errors
25,high-priority-mails,5,1866,6.65,9.88,121000,0
25,high-priority-mails,2,1858,5.73,9.41,121000,0
25,low-priority-mails,0,110000,23.80,39.71,121000,0
25,high-priority-mails,0,1759,6.82,9.99,121000,0
25,high-priority-mails,4,1873,6.90,10.03,121000,0
25,high-priority-mails,3,1748,5.49,8.96,121000,0
25,high-priority-mails,1,1896,6.97,10.04,121000,0
